abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units
ARCH,242,"Presentations on a variety of topics related to sustainability, offering perspectives from leading practitioners: architectural designers, city planners, consultants, engineers, and researchers. Students can enroll for one unit (required attendance plus reading) or two units (with additional assignments. ",Sustainability Colloquium,-1.0,,70,0.0,0,70,1-2
ARCH,260,"This course addresses the methods and materials of construction. While students will not be experts at the end of the semester, the course should give students the confidence to feel comfortable on a construction site or when designing a small building for a studio. The course will focus on four major territories: structural materials, building envelope, built elements such as stairs and cabinets, and costs, labor conditions, conventional practices, and the regulatory environments that control design. ","Introduction to Construction, Graduate Level",3.657192374350087,A-,80,0.0,0,80,3.0
ARCH,269,"Selected topics in construction and materials. For current offerings, see departmental website. ",Special Topics in Construction and Materials,3.9008403361344537,A,40,0.0,0,40,1-4
ARCH,270,"This course examines developments in design, theory, graphic representation, construction technology, and interior programming through case studies of individual buildings. Each lecture will delve deeply into one or sometimes two buildings to examine program, spatial organization, critical building details, and the relationship of the case study building with regard to other parallel works and the architect's overall body of work. ",History of Modern Architecture,3.8232558139534882,A-,60,0.0,0,60,3.0
ARCH,279,"Selected topics in the history of architecture. For current offerings, see department website. ",Special Topics in the History of Architecture,3.8633879781420766,A,29,0.0,0,29,1-4
ARCH,298,Special group studies on topics to be introduced by instructor or students. ,Special Group Study,3.910169491525424,A,2,0.0,0,2,1-4
ART,8,"A first course in the language, processes, and media of visual art. Course work will be organized around weekly lectures and studio problems that will introduce students to the nature of art making and visual thinking. This course is a prerequisite for applying to the Art Practice major.",Introduction to Visual Thinking,3.877118078719147,A,54,0.0,0,54,4.0
ART,12,"This course will explore a wide range of approaches to mark making, composition and materials for building a drawing practice. Students will engage with drawing from life as well as conceptual and abstract compositions. This course will feature lectures, field trips, visiting artists and demonstrations in order to expose students to a variety of applications, methods and techniques within the field of drawing. This course is a recommended prerequisite for upper division Drawing classes.",Drawing: Foundations ,3.8308214016578748,A-,18,0.0,0,18,4.0
ART,13,"This course will introduce students to a broad scope of painting practices. Students will learn about and challenge conventions as well as experiment with modes of viewing, producing and engaging with painting within historical and contemporary contexts. This course will feature lectures, field trips, visiting artists and demonstrations in order to expose students to a variety of painting applications, methods and techniques. This course is a recommended prerequisite for upper division Painting classes.
",Painting: Foundations,3.8804469273743023,A,18,0.0,0,18,4.0
ART,14,"This course is the study of the interaction between physical form and space. We will focus on building a strong conceptual foundation while developing the practical studio skills needed to translate your ideas into three dimensions. Shop practices will include hand, machine, and computer-aided fabrications. Field trips and illustrated talks will help acquaint students with the ideas sculptors have explored through history and in contemporary sculptural practices. This course is a recommended prerequisite for upper division Sculpture classes.
",Sculpture: Foundations,3.7191432396251676,A-,16,0.0,0,16,4.0
